epoch,loss,mae,val_lose,val_mae
1,697.5636424270004,16.970137,1033.0403622801198,29.248001
2,166.6247776234368,10.042279,4281.6401152220915,60.48652
3,116.81475421336805,8.45103,557.4760563688458,18.76252
4,92.85329290255319,7.4882436,1737.3946901717277,37.851234
5,83.23518867126838,7.1309524,1000.723231285623,23.833143
6,73.18619975694492,6.7399964,298.22026225156003,13.496499
7,65.33583728022022,6.3142614,1323.3999660659886,30.37202
8,66.33435462013783,6.361215,218.2454945306358,11.647246
9,61.48000672929892,6.191342,319.3194624223049,14.889138
10,58.73541913951285,5.978016,170.3603927324403,10.299447
11,57.75759015669486,5.918015,177.7027416109289,10.528036
12,53.745956760130454,5.7743726,275.34694839573507,13.055521
13,48.981174063246044,5.4873323,202.65046989392934,10.587514
14,49.920856906521706,5.5203233,256.76574659047634,13.407171
15,41.490783149300185,5.056874,148.7936499253759,9.440686
16,36.29621586554344,4.7433467,152.08897918125368,9.697247
17,34.506873206460384,4.5930257,252.10768626470986,13.05107
18,32.22788728083749,4.480043,200.2481416906201,11.507904
19,29.81268366087803,4.2973847,166.16731953171063,10.118301
20,27.717209924899088,4.153623,175.763336757444,10.203173
21,26.591129089295606,4.0771303,183.73898891233048,10.93263
22,24.416738428649637,3.8739004,156.3873723827818,10.0134735
23,22.514248243496535,3.7209828,142.6051899652061,9.332498
24,22.805173646083787,3.7471704,150.7580014594696,9.587134
25,21.224724181756415,3.6374726,142.82801746872235,9.238701
26,20.222895802678288,3.5661178,129.9006681142363,8.719244
27,20.37069525880822,3.539615,141.00522244051567,9.219239
28,18.341587568846805,3.3858082,136.42038127011472,9.114771
29,18.33503915958022,3.366146,134.27978213328237,8.987602
30,16.26517510351765,3.1609592,135.33108357363528,9.060037
31,16.32775615128415,3.1959825,133.10957854648805,9.005326
32,14.916518939715838,3.035642,130.34769051029997,8.814379
33,16.130185082359947,3.171435,217.19631823653694,11.396302
34,15.94274482959857,3.1291833,140.50849204393302,9.3933735
35,15.51397678804273,3.0929098,123.67326628487065,8.593741
36,14.237725308592047,2.9867518,139.79878311637063,9.455407
37,14.389825880787324,2.990821,157.72141596956072,9.833897
38,13.165263981640392,2.8785343,130.10363716749276,8.7404175
39,12.669528488917463,2.804217,139.82468822167354,9.036382
40,12.887249352938213,2.8370912,131.38064795919934,8.851947
41,12.003225524007702,2.7205062,152.9767303466797,9.727187
42,11.22750566311265,2.6366746,185.27908920192118,10.714793
43,11.601191875720502,2.6939406,118.37782930578076,8.575013
44,10.912584809500338,2.6010911,143.3115663348504,9.484938
45,11.101140743353726,2.6231744,124.65527670038571,8.622245
46,10.38284357797611,2.5417118,185.39988977204328,11.050103
47,10.44231895165747,2.5495238,122.1913668554534,8.642619
48,9.99723976388015,2.5000231,122.53322495754409,8.483097
49,9.844118644594626,2.4894414,145.16276905371708,9.2281065
50,9.578998507472257,2.4519272,127.25374646456737,8.828271
51,9.403608597769567,2.4166749,135.8818312351059,9.138708
52,9.323358773561592,2.4061925,127.84989842828715,8.588186
53,8.804642745486113,2.335099,119.82874365272762,8.297861
54,9.045051687784369,2.3699389,130.4038311460483,8.779258
55,8.01125484730954,2.219144,120.56761740438593,8.406584
56,8.019902674551101,2.2359045,139.7662400539566,9.219084
57,8.055764998574826,2.2433178,122.18118362906594,8.607828
58,7.288646473921998,2.1281135,136.03922708379397,9.023203
59,8.011278644684822,2.2228935,153.28218846351095,9.7369375
60,7.342897556507806,2.1233733,116.20328233826835,8.329296
61,7.563992796301738,2.171724,122.47492313984804,8.375781
62,7.166370068411258,2.1104982,157.72659388128318,9.9822235
63,7.425503991018094,2.1430473,115.12410553746254,8.191794
64,7.172228950360805,2.0960379,137.41916008715359,9.21114
65,6.844071910811593,2.0507588,118.1400697336257,8.327193
66,6.660653243193755,2.0562735,121.66199915664001,8.415931
67,6.637134424789948,2.0227923,114.24062433782613,8.151794
68,6.944069269956873,2.0693717,129.09798407404676,8.818397
69,6.308056327084821,1.985118,126.80403261964426,8.786599
70,6.26484814423941,1.9597374,117.96997818856869,8.450733
71,6.684498893352,2.0368226,124.61555356199636,8.488556
72,6.076191192932927,1.9536448,128.93345229430767,8.644644
73,6.172240372834875,1.9668124,128.45495528694968,8.891082
74,6.282097072318625,1.9716082,111.09699311646276,8.112105
75,5.833527539435322,1.9192052,123.75957709738293,8.655806
76,6.096610117499061,1.936189,131.9144115328039,9.042263
77,6.233300916402363,1.9693509,133.24985460965138,9.099174
78,5.755368827630253,1.885258,126.2769829132272,8.412449
79,5.734660580559408,1.8873824,145.73594991815915,9.437366
80,5.621344590457294,1.8774897,120.9479991504981,8.467457
81,5.747415394188533,1.891129,117.20869325841748,8.213259
82,5.632511151803507,1.871181,110.57920640669529,8.120619
83,5.358681731776975,1.8081553,128.22558934433656,8.527498
84,5.792151226411202,1.8899208,121.76415075146177,8.430401
85,5.607373228567833,1.8458476,139.45868390161286,9.233939
86,5.468857054307135,1.8366027,125.31927533419628,8.510976
87,5.631005764007568,1.861445,117.11763106052231,8.436984
88,5.125215617697864,1.7874513,119.65832936988687,8.213566
89,5.393358367780238,1.8295774,113.12364383913436,8.080301
90,5.368577154803089,1.8370571,120.1157501988441,8.331746
91,5.453887643456563,1.8338668,114.09400680829894,8.199701
92,5.127909457465307,1.7684677,122.52820668730345,8.520718
93,4.95871611855398,1.761944,114.19101043317303,8.199718
94,4.91906185158461,1.7261184,137.16232079080066,9.073323
95,5.1444453581998735,1.7725172,124.72026935313482,8.619836
96,4.826187023829665,1.722879,124.68673984359646,8.438533
97,5.151281741357619,1.7937801,139.62257001384998,9.243845
98,4.960341761604848,1.7496521,117.85216896488981,8.293695
99,4.972353426809402,1.770667,117.36852643474843,8.262815
100,5.096078091948159,1.771007,124.5195326895084,8.50592
101,4.727541628357838,1.7241834,119.1524095835176,8.240728
